Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
1265	Bioscience Journal	7760.4040.001530
1266	Hippokratia	7620.4030.000990
1267	ANNALES DE BIOLOGIE CLINIQUE	5010.4010.000430
1268	Revista Romana de Medicina de Laborator	810.4000.000140
1269	Genetika-Belgrade	3180.3920.000430
1270	AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS	6010.3850.000690
1271	THEORY OF PROBABILITY AND ITS APPLICATIONS	"1477"	0.3780.001180
1272	EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE	1040.3730.000170
1273	CHILDRENS HEALTH CARE	4750.3670.000370
1274	Acta Clinica Croatica	3760.3660.000500
1275	HEART SURGERY FORUM	5370.3640.000610
1276	Salud Colectiva	1360.3570.000190
1277	Postepy Mikrobiologii	1180.3540.000120
1278	COMMUNICATIONS IN STATISTICS-THEORY AND METHODS	"4030"	0.3530.005000
1279	BIOLOGY BULLETIN	5520.3510.000890
1280	Gaceta Medica de Mexico	4260.3420.000600
1281	ORVOSI HETILAP	"1026"	0.3220.000770
1282	INVESTIGACION CLINICA	2070.3180.000140
1283	Molecular Genetics Microbiology and Virology	1070.3130.000150
1284	Balkan Journal of Medical Genetics	860.3060.000220
1285	Srpski Arhiv za Celokupno Lekarstvo	4080.3000.000490
1286	STOCHASTIC MODELS	4670.2960.000700
1287	PERSPECTIVES IN BIOLOGY AND MEDICINE	9730.2880.000450
1288	Probability and Mathematical Statistics-Poland	2390.2860.000540
1289	SILVAE GENETICA	8690.2770.000230
1290	AMERICAN BIOLOGY TEACHER	5600.2710.000280
1291	Mathematical Population Studies	1680.2690.000160
1292	UTILITAS MATHEMATICA	5340.2670.000750
1293	PERIODICUM BIOLOGORUM	3240.2630.000290
1294	Ethiopian Journal of Health Development	5470.2560.000190
1294	Ethiopian Journal of Health Development	5470.2560.000190
1296	Sante Publique	2690.2490.000430
1297	TERAPEVTICHESKII ARKHIV	5590.2470.000430
1298	Cytology and Genetics	2100.2390.000250
1299	Journal of Mens Health	2000.2310.000170
1299	Journal of Mens Health	2000.2310.000170
1301	RADIOPROTECTION	2600.2250.000250
1302	Medizinische Genetik	360.2130.000110
1303	ZHURNAL OBSHCHEI BIOLOGII	2840.2120.000190
1304	KARDIOLOGIYA	4470.2100.000260
1305	Asian Biomedicine	2440.2090.000420
1306	Hong Kong Journal of Emergency Medicine	1570.2020.000190
1307	Journal of Nepal Medical Association	2400.1830.000200
1308	MEDICINA DELLO SPORT	1970.1720.000210
1309	Theoretical Biology Forum	180.1670.000040
1310	Laeknabladid	1300.1550.000130
1311	INTERNATIONAL JOURNAL OF HUMAN GENETICS	1380.1460.000080
1312	Archives des Maladies Professionnelles et de l Environnement	1450.1450.000070
1313	GENETIC COUNSELING	3430.1400.000350
1314	Signa Vitae	470.1260.000040
1315	BIOCELL	2970.1180.000120
1316	Kuwait Medical Journal	830.0630.000080
1317	BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE	4140.0310.000150
1318	Annals of Work Exposures and Health	41	Not Available	0.000000
